transaction_id,transaction_date,posting_date,currency,amount,transaction_type,category,sub_category,counterparty,payment_method,department,cost_center,transaction_status, invoice_id,due_date,settlement_date,expense
1253,13-12-2023,10-01-2023,JPY,182374.59,Expense,Operations,Advertising,Trunyx,Credit Card,Human Resources,CC-282 ,Failed,INV-41564,21-12-2024,31-07-2023,0
1254,12-04-2023,30-03-2024,PLN,41361.12,Transfer,Administration,Advertising,Ntag,Credit Card,Training,CC-750 ,Failed,INV-52606,23-04-2023,06-11-2023,0
1255,11-07-2024,24-07-2023,PHP,52456.5,Transfer,Sales,Software Subscriptions,Feedfire,Bank Transfer,Training,CC-969 ,Failed,INV-58249,24-10-2024,07-03-2023,0
1256,28-07-2024,12-01-2023,COP,153649.57,Expense,Sales,Logistics,Twimm,Cash,Training,CC-345 ,Pending,INV-78088,15-06-2024,23-05-2024,0
1257,02-11-2024,02-09-2024,JPY,114032.8,Expense,Payroll,Logistics,Zazio,UPI,Support,CC-201 ,Pending,INV-12165,14-05-2024,14-06-2023,0
1258,17-12-2024,11-01-2024,EUR,0,Expense,Technology,Rent,Innojam,Credit Card,Product Management,CC-831 ,Reversed,INV-70152,10-04-2023,05-12-2023,9880.35
1259,25-10-2023,07-06-2023,PLN,119310.34,Income,Technology,Salaries,Realmix,Credit Card,Accounting,CC-905 ,Posted,INV-03196,30-01-2025,07-02-2023,0
1260,17-04-2023,19-05-2024,IDR,135608.5,Expense,Administration,Logistics,Wordpedia,Cash,Training,CC-499 ,Posted,INV-28436,19-02-2025,20-09-2024,0
1261,26-03-2024,06-01-2024,CNY,92423.21,Expense,Marketing,Rent,Zoomlounge,UPI,Sales,CC-467 ,Reversed,INV-57795,18-10-2024,08-03-2023,0
1262,19-06-2024,01-11-2023,CNY,117511.89,Expense,Administration,Advertising,Zoombeat,Debit Card,Research and Development,CC-663 ,Pending,INV-66396,24-01-2024,01-02-2025,0
1263,01-01-2023,28-08-2024,IDR,92908.12,Expense,Payroll,Advertising,Linkbridge,Credit Card,Accounting,CC-749 ,Posted,INV-23587,17-05-2023,04-01-2023,0
1264,29-04-2024,07-08-2023,JPY,53654.5,Transfer,Marketing,Logistics,Jatri,UPI,Accounting,CC-210 ,Failed,INV-34864,02-01-2023,21-03-2024,0
1265,23-10-2023,10-07-2024,BRL,91768.76,Income,Marketing,Rent,Skidoo,UPI,Marketing,CC-562 ,Reversed,INV-22914,09-08-2024,06-08-2024,0
1266,22-05-2024,22-10-2023,PAB,26345.05,Transfer,Operations,Advertising,Oyoba,Cash,Sales,CC-641 ,Reversed,INV-62519,18-01-2024,15-08-2024,0
1267,28-10-2024,,EUR,0,Income,Marketing,Salaries,Skilith,UPI,Legal,CC-074 ,Posted,INV-42797,22-07-2024,06-01-2023,46440.29
1268,11-07-2024,28-05-2024,CNY,0,Income,Technology,Cloud Services,Realmix,UPI,Services,CC-294 ,Reversed,INV-61082,06-08-2023,25-06-2023,49074.27
1269,29-06-2023,06-11-2023,CNY,0,Expense,Sales,Advertising,Edgepulse,Credit Card,Human Resources,CC-977 ,Failed,INV-21672,10-09-2024,27-03-2024,33171.84
1270,19-06-2024,19-11-2023,IDR,161309.48,Income,Payroll,Cloud Services,Ozu,Debit Card,Services,CC-829 ,Posted,INV-95653,02-10-2024,26-05-2023,0
1271,23-12-2024,05-10-2023,PHP,68267.25,Expense,Payroll,Software Subscriptions,Jazzy,Credit Card,Engineering,CC-822 ,Pending,INV-13555,12-04-2024,15-03-2024,0
1272,09-07-2024,18-03-2023,CNY,64120.01,Transfer,Operations,Rent,Youbridge,Credit Card,Legal,CC-088 ,Posted,INV-37132,13-07-2024,30-08-2023,0
1273,05-07-2023,04-07-2023,CNY,74343.29,Income,Technology,Advertising,Photobean,Cash,Training,CC-115 ,Pending,INV-73742,13-01-2023,21-07-2024,0
1274,31-03-2024,29-06-2023,MXN,135.44,Income,Sales,Salaries,Rhynoodle,Bank Transfer,Marketing,CC-077 ,Pending,INV-99600,14-05-2023,26-09-2024,0
1275,15-02-2024,07-01-2023,CLP,131998.58,Transfer,Administration,Advertising,Leenti,Cash,Services,CC-509 ,Pending,INV-61589,01-12-2023,23-02-2024,0
1276,23-01-2024,03-02-2023,CNY,168167.54,Expense,Administration,Logistics,Browseblab,Cash,Services,CC-200 ,Pending,INV-70749,29-03-2023,11-08-2023,0
1277,21-04-2024,16-11-2023,PEN,185714.71,Transfer,Sales,Software Subscriptions,Talane,Bank Transfer,Business Development,CC-644 ,Reversed,INV-00308,28-09-2023,01-03-2023,0
1278,02-01-2023,23-11-2023,CAD,80140.43,Transfer,Administration,Software Subscriptions,Zava,Bank Transfer,Accounting,CC-766 ,Posted,INV-74115,28-08-2023,03-05-2024,0
1279,22-12-2023,24-08-2024,AFN,57006.41,Income,Sales,Software Subscriptions,Mydeo,Debit Card,Product Management,CC-145 ,Pending,INV-41309,18-02-2023,03-03-2025,0
1280,24-06-2023,21-08-2023,SEK,23300.69,Expense,Sales,Cloud Services,Dynava,Cash,Marketing,CC-422 ,Pending,INV-28929,27-07-2024,31-03-2024,0
1281,09-04-2023,05-12-2023,IDR,0,Transfer,Operations,Software Subscriptions,Skinte,Credit Card,Services,CC-716 ,Pending,INV-37575,24-12-2023,07-02-2024,6274.64
1282,04-08-2024,08-12-2024,ARS,35937.64,Income,Technology,Advertising,Browseblab,UPI,Sales,CC-606 ,Reversed,INV-59326,04-04-2023,18-07-2024,0
1283,28-11-2023,16-03-2024,LAK,102343.94,Income,Technology,Salaries,Jabbercube,Credit Card,Business Development,CC-701 ,Failed,INV-80253,14-04-2023,28-02-2023,0
1284,07-12-2023,,EUR,105435.74,Expense,Technology,Rent,Skimia,Credit Card,Research and Development,CC-928 ,Pending,INV-89304,21-03-2025,14-12-2023,0
1285,21-03-2024,09-04-2024,USD,153514.65,Transfer,Marketing,Cloud Services,Rhybox,Debit Card,Research and Development,CC-152 ,Pending,INV-21420,03-03-2025,02-03-2025,0
1286,23-06-2023,31-03-2023,RUB,0,Transfer,Marketing,Advertising,Wikibox,Bank Transfer,Product Management,CC-885 ,Reversed,INV-18275,21-01-2023,18-06-2024,12152.55
1287,22-04-2023,,BAM,189713.08,Transfer,Technology,Logistics,Shufflester,UPI,Human Resources,CC-706 ,Reversed,INV-89539,20-05-2023,03-01-2024,0
1288,12-01-2024,21-02-2023,CNY,109859.49,Expense,Administration,Logistics,Devbug,Credit Card,Business Development,CC-831 ,Pending,INV-24151,13-08-2023,19-01-2024,0
1289,21-06-2024,16-01-2023,PLN,103750.28,Expense,Marketing,Salaries,Topicshots,Credit Card,Engineering,CC-445 ,Posted,INV-64198,19-09-2024,03-05-2023,0
1290,01-07-2024,09-07-2023,MAD,193494.41,Income,Administration,Cloud Services,Ooba,Credit Card,Research and Development,CC-812 ,Failed,INV-29038,01-12-2025,11-11-2024,0
1291,21-10-2024,11-10-2024,EUR,147369.41,Income,Marketing,Logistics,Youtags,Bank Transfer,Services,CC-619 ,Reversed,INV-85307,21-03-2024,17-08-2024,0
1292,06-06-2023,10-07-2024,CNY,106954.33,Expense,Sales,Salaries,Tagpad,Cash,Human Resources,CC-968 ,Failed,INV-20560,24-03-2023,13-05-2024,0
1293,05-09-2023,04-07-2023,EUR,171268.44,Income,Sales,Rent,Browseblab,Bank Transfer,Business Development,CC-099 ,Posted,INV-67057,26-05-2023,14-07-2024,0
1294,25-06-2023,17-08-2023,COP,129344.19,Transfer,Marketing,Rent,Dynazzy,Debit Card,Sales,CC-941 ,Failed,INV-54844,22-09-2023,25-01-2025,0
1295,12-11-2023,14-04-2024,IDR,78308.6,Transfer,Administration,Advertising,Quamba,Bank Transfer,Accounting,CC-680 ,Reversed,INV-31786,17-05-2023,12-01-2024,0
1296,25-01-2023,16-12-2024,IDR,37467.08,Income,Marketing,Rent,Babblestorm,UPI,Accounting,CC-538 ,Failed,INV-94499,14-07-2023,19-01-2024,0
1297,07-07-2023,02-03-2023,CNY,0,Transfer,Operations,Rent,Pixoboo,UPI,Business Development,CC-893 ,Failed,INV-88160,11-04-2023,08-10-2024,36678.75
1298,10-04-2023,03-01-2023,CNY,0,Transfer,Operations,Logistics,Blogtags,Bank Transfer,Marketing,CC-028 ,Posted,INV-83728,11-12-2023,27-03-2025,7715.49
1299,09-02-2023,07-02-2024,PKR,0,Transfer,Administration,Logistics,Skaboo,Cash,Legal,CC-001 ,Posted,INV-92822,08-07-2023,04-12-2024,43966.44
1300,13-06-2023,06-10-2024,CNY,120473.38,Transfer,Operations,Rent,Roomm,Cash,Human Resources,CC-076 ,Pending,INV-69274,06-09-2024,31-10-2024,0
1301,27-10-2023,28-06-2023,COP,0,Expense,Operations,Salaries,Tambee,Cash,Marketing,CC-553 ,Posted,INV-99998,03-12-2023,05-05-2023,46222.61
1302,08-05-2024,13-04-2023,ISK,81084.99,Transfer,Marketing,Software Subscriptions,Izio,Debit Card,Product Management,CC-871 ,Pending,INV-29384,09-03-2024,28-04-2023,0
1303,29-03-2024,22-03-2024,PEN,10391.35,Expense,Marketing,Rent,Eimbee,UPI,Engineering,CC-510 ,Pending,INV-14523,27-07-2023,29-03-2023,0
1304,25-03-2024,07-07-2023,CNY,190141.44,Income,Marketing,Cloud Services,Yakitri,Credit Card,Business Development,CC-064 ,Reversed,INV-98767,21-04-2023,06-02-2025,0
1305,09-04-2024,,BRL,107890.13,Expense,Marketing,Software Subscriptions,Tazz,Cash,Services,CC-873 ,Reversed,INV-59133,20-11-2023,10-08-2023,0
1306,16-06-2024,14-12-2024,NGN,44514.49,Expense,Payroll,Salaries,Dynazzy,Bank Transfer,Human Resources,CC-376 ,Pending,INV-05589,31-10-2024,15-04-2023,0
1307,05-02-2024,20-02-2023,IDR,15514.68,Transfer,Operations,Rent,Skipstorm,Cash,Human Resources,CC-609 ,Pending,INV-52177,21-07-2024,25-07-2024,0
1308,16-07-2023,17-10-2024,RUB,0,Transfer,Marketing,Rent,Eamia,Credit Card,Training,CC-418 ,Failed,INV-34203,02-11-2025,28-03-2023,25073.28
1309,15-12-2024,19-06-2024,THB,132073.01,Income,Sales,Advertising,Kanoodle,Debit Card,Services,CC-227 ,Pending,INV-57473,23-05-2024,22-06-2023,0
1310,01-01-2023,01-10-2024,EUR,0,Transfer,Administration,Software Subscriptions,Dynabox,Bank Transfer,Product Management,CC-315 ,Posted,INV-83432,19-03-2023,08-03-2023,32816
1311,16-08-2023,29-05-2023,MAD,40396.65,Expense,Marketing,Advertising,Oyope,Bank Transfer,Product Management,CC-702 ,Posted,INV-91265,16-11-2024,03-04-2023,0
1312,15-12-2024,29-06-2024,ARS,66451.86,Expense,Sales,Advertising,Eire,Bank Transfer,Product Management,CC-862 ,Reversed,INV-63570,18-10-2023,17-04-2024,0
1313,25-10-2023,30-08-2023,IDR,0,Expense,Administration,Salaries,Photolist,UPI,Research and Development,CC-152 ,Failed,INV-37308,16-09-2024,08-08-2024,38088.7
1314,07-08-2024,18-06-2023,IDR,188672.51,Expense,Technology,Cloud Services,Photolist,Debit Card,Marketing,CC-828 ,Failed,INV-06950,17-03-2024,05-01-2025,0
1315,21-05-2024,21-12-2023,CNY,83277.27,Transfer,Sales,Logistics,Yambee,UPI,Accounting,CC-079 ,Reversed,INV-25396,08-12-2023,06-12-2024,0
1316,19-08-2023,29-08-2024,PKR,90361.13,Income,Administration,Cloud Services,Skibox,Debit Card,Legal,CC-665 ,Reversed,INV-43244,05-11-2024,10-03-2025,0
1317,27-07-2023,23-02-2024,RUB,175778.98,Expense,Administration,Rent,Divanoodle,Credit Card,Research and Development,CC-021 ,Failed,INV-09439,29-03-2024,12-06-2023,0
1318,25-04-2023,19-04-2023,EUR,1707.2,Transfer,Operations,Logistics,Divanoodle,Bank Transfer,Engineering,CC-315 ,Pending,INV-05149,03-03-2023,01-02-2024,0
1319,01-12-2024,05-06-2024,RUB,0,Expense,Operations,Cloud Services,Rhynoodle,Cash,Training,CC-385 ,Reversed,INV-46372,12-07-2023,04-10-2024,6997.37
1320,22-02-2024,21-07-2023,PHP,139657.64,Expense,Sales,Cloud Services,Demimbu,Debit Card,Research and Development,CC-975 ,Posted,INV-70475,15-10-2024,05-08-2024,0
1321,01-12-2024,12-05-2023,EUR,0,Expense,Technology,Logistics,Eayo,Cash,Services,CC-535 ,Posted,INV-61362,07-10-2024,13-12-2024,19607.2
1322,14-06-2023,02-12-2023,IDR,56228.82,Income,Payroll,Advertising,Livefish,Debit Card,Accounting,CC-300 ,Pending,INV-69692,28-07-2023,26-04-2024,0
1323,10-07-2024,10-05-2023,EUR,126728.74,Transfer,Operations,Rent,Rhynyx,Debit Card,Human Resources,CC-348 ,Pending,INV-70163,20-10-2024,16-10-2024,0
1324,13-10-2023,04-10-2024,CNY,190800.99,Income,Sales,Rent,Skinte,Bank Transfer,Legal,CC-022 ,Pending,INV-65809,02-01-2024,29-11-2024,0
1325,02-02-2023,22-11-2024,IDR,163561.3,Income,Marketing,Salaries,Pixope,Credit Card,Marketing,CC-791 ,Failed,INV-42953,01-02-2025,22-06-2024,0
1326,19-01-2024,06-10-2023,BRL,43360.85,Expense,Sales,Advertising,Dazzlesphere,Credit Card,Sales,CC-743 ,Reversed,INV-96945,24-03-2023,11-10-2024,0
1327,27-02-2023,24-10-2024,EUR,0,Transfer,Technology,Salaries,Lazz,Cash,Training,CC-759 ,Failed,INV-55819,03-10-2024,14-10-2023,16208.13
1328,13-06-2024,12-03-2024,CNY,109885.21,Transfer,Operations,Advertising,Kwideo,Debit Card,Training,CC-597 ,Reversed,INV-81088,29-04-2023,03-03-2024,0
1329,07-04-2023,08-03-2024,YER,145437.6,Transfer,Payroll,Advertising,Yotz,Cash,Research and Development,CC-212 ,Posted,INV-41679,16-06-2024,19-01-2025,0
1330,17-12-2023,16-12-2023,TND,99103.43,Transfer,Marketing,Logistics,Cogidoo,UPI,Accounting,CC-429 ,Posted,INV-96837,07-07-2023,06-01-2024,0
1331,14-09-2023,02-07-2024,PYG,142901.66,Expense,Administration,Advertising,Livefish,Debit Card,Training,CC-053 ,Failed,INV-82324,10-04-2023,03-08-2024,0
1332,01-06-2024,01-10-2023,JPY,0,Transfer,Marketing,Software Subscriptions,Rhynyx,Cash,Research and Development,CC-152 ,Failed,INV-01510,07-07-2023,26-02-2025,44078.55
1333,19-06-2023,29-01-2024,PLN,112258.8,Expense,Administration,Rent,Jaxbean,Cash,Product Management,CC-004 ,Posted,INV-83628,02-06-2023,09-02-2024,0
1334,02-05-2024,27-07-2023,PLN,64283.01,Income,Payroll,Software Subscriptions,Meetz,Credit Card,Accounting,CC-063 ,Failed,INV-14240,12-08-2023,10-09-2024,0
1335,24-09-2023,20-08-2024,IDR,0,Expense,Payroll,Advertising,Linktype,UPI,Human Resources,CC-534 ,Pending,INV-09961,02-05-2023,18-03-2023,46409.74
1336,20-12-2024,17-12-2023,COP,86802.37,Transfer,Administration,Rent,Livetube,Cash,Sales,CC-117 ,Reversed,INV-96457,28-03-2025,16-04-2023,0
1337,20-12-2023,27-05-2023,IDR,0,Income,Marketing,Salaries,Dabtype,Debit Card,Research and Development,CC-814 ,Failed,INV-27810,02-07-2024,10-04-2024,36513.16
1338,23-06-2023,02-07-2024,PLN,0,Expense,Sales,Salaries,Centidel,Credit Card,Product Management,CC-264 ,Pending,INV-44970,06-12-2024,06-11-2024,48416.95
1339,11-10-2024,,CNY,107606.34,Transfer,Administration,Advertising,Trilia,Debit Card,Research and Development,CC-763 ,Reversed,INV-45692,05-06-2023,30-07-2023,0
1340,11-12-2023,18-06-2023,MXN,0,Transfer,Technology,Cloud Services,Eazzy,Cash,Support,CC-420 ,Failed,INV-64721,29-11-2024,10-12-2024,11683.08
1341,29-11-2023,02-06-2023,PHP,61634.56,Income,Marketing,Logistics,Teklist,Cash,Sales,CC-138 ,Posted,INV-69682,22-01-2023,18-08-2023,0
1342,08-11-2024,14-11-2024,RWF,180764.69,Transfer,Operations,Rent,Topicstorm,Credit Card,Support,CC-199 ,Failed,INV-50995,08-03-2023,24-09-2024,0
1343,21-12-2023,12-03-2023,CNY,1241.58,Income,Sales,Rent,Quinu,Debit Card,Training,CC-723 ,Posted,INV-58750,23-09-2024,28-01-2025,0
1344,31-08-2024,25-10-2024,IDR,0,Transfer,Marketing,Cloud Services,Youspan,Bank Transfer,Support,CC-623 ,Pending,INV-55549,29-01-2023,31-10-2023,43600.5
1345,25-10-2023,18-10-2023,PHP,110316.13,Transfer,Administration,Logistics,Kazio,Credit Card,Business Development,CC-016 ,Reversed,INV-36759,01-04-2023,04-04-2023,0
1346,24-10-2023,24-01-2023,BAM,62406.63,Income,Payroll,Logistics,Divavu,Bank Transfer,Human Resources,CC-734 ,Posted,INV-43290,11-12-2023,05-03-2024,0
1347,19-01-2024,09-10-2023,BRL,0,Expense,Sales,Cloud Services,Skyvu,Debit Card,Human Resources,CC-275 ,Pending,INV-69741,19-07-2023,03-03-2024,22106.23
1348,12-02-2023,08-10-2024,PHP,174806.14,Expense,Administration,Cloud Services,Babbleset,UPI,Legal,CC-802 ,Reversed,INV-36750,26-02-2024,18-01-2024,0
1349,21-12-2024,,CNY,0,Income,Technology,Salaries,Wordify,Debit Card,Legal,CC-639 ,Pending,INV-23626,01-09-2024,12-04-2024,3654.41
1350,11-04-2024,25-08-2023,PEN,0,Income,Technology,Cloud Services,Twitterbeat,Credit Card,Engineering,CC-419 ,Reversed,INV-83865,20-01-2023,01-04-2023,16260.4
1351,22-09-2024,12-04-2024,CNY,148046.94,Income,Administration,Rent,Janyx,Credit Card,Services,CC-213 ,Posted,INV-17975,08-04-2023,29-12-2024,0
1352,15-03-2024,,EUR,0,Transfer,Technology,Salaries,Bubblemix,Debit Card,Services,CC-170 ,Failed,INV-29859,06-04-2023,02-08-2024,17176.82
1353,06-07-2023,21-01-2024,CNY,191384.78,Expense,Operations,Salaries,Flashdog,Bank Transfer,Engineering,CC-626 ,Failed,INV-48123,19-03-2024,23-01-2024,0
1354,22-07-2023,12-01-2024,HRK,0,Income,Technology,Salaries,Jaxbean,Debit Card,Engineering,CC-123 ,Failed,INV-27557,08-08-2023,26-05-2023,40443.17
1355,16-12-2023,25-10-2024,COP,173422.38,Income,Technology,Logistics,Feedbug,UPI,Research and Development,CC-877 ,Reversed,INV-17632,21-04-2023,01-09-2024,0
1356,08-07-2024,11-07-2023,AFN,163868.01,Income,Payroll,Rent,Tagpad,Bank Transfer,Business Development,CC-516 ,Posted,INV-02292,02-11-2025,28-11-2024,0
1357,07-12-2024,28-08-2024,CRC,21636.91,Transfer,Administration,Software Subscriptions,Photospace,Credit Card,Training,CC-113 ,Failed,INV-16176,25-03-2025,04-12-2023,0
1358,26-01-2023,22-03-2023,XAF,93993.19,Income,Marketing,Software Subscriptions,Fivechat,Credit Card,Legal,CC-731 ,Failed,INV-53866,10-02-2023,30-08-2024,0
1359,27-05-2023,15-06-2024,PLN,0,Income,Marketing,Cloud Services,Wikivu,UPI,Engineering,CC-216 ,Pending,INV-87944,31-03-2024,02-12-2023,4199.73
1360,21-08-2024,09-02-2023,CNY,34046.46,Income,Marketing,Cloud Services,Rhynoodle,Credit Card,Legal,CC-710 ,Posted,INV-59683,16-03-2025,30-01-2025,0
1361,06-04-2023,01-11-2024,PHP,62249.76,Transfer,Operations,Cloud Services,Gigabox,Credit Card,Product Management,CC-872 ,Posted,INV-48987,14-01-2023,03-01-2024,0
1362,06-08-2023,05-06-2023,KZT,46924.38,Expense,Payroll,Cloud Services,Jabbersphere,Debit Card,Training,CC-747 ,Reversed,INV-97651,08-06-2023,08-01-2023,0
1363,08-08-2024,25-04-2023,RUB,59201.01,Transfer,Administration,Rent,Jayo,Credit Card,Support,CC-471 ,Pending,INV-87716,08-12-2024,10-04-2024,0
1364,29-06-2024,25-09-2023,PLN,85433.14,Expense,Technology,Logistics,Demizz,Credit Card,Business Development,CC-370 ,Failed,INV-07909,29-02-2024,14-02-2024,0
1365,19-09-2024,09-10-2023,NZD,176514.28,Income,Operations,Salaries,Rhynoodle,Debit Card,Sales,CC-656 ,Failed,INV-36739,09-12-2024,29-04-2023,0
1366,21-03-2024,21-04-2023,IDR,113212.7,Expense,Payroll,Logistics,Realcube,UPI,Support,CC-060 ,Reversed,INV-55576,10-08-2024,09-08-2024,0
1367,01-08-2023,11-04-2024,CNY,187789.62,Transfer,Sales,Salaries,Wikizz,Credit Card,Accounting,CC-548 ,Failed,INV-46816,24-07-2024,26-07-2024,0
1368,22-09-2023,24-10-2023,CNY,134918.94,Transfer,Operations,Rent,Topicblab,UPI,Accounting,CC-778 ,Reversed,INV-81878,02-03-2023,03-05-2024,0
1369,15-12-2023,27-08-2024,BGN,8746.98,Transfer,Sales,Cloud Services,Twimbo,Bank Transfer,Human Resources,CC-286 ,Failed,INV-87457,23-05-2023,15-01-2024,0
1370,07-07-2024,07-09-2023,IDR,187944.74,Transfer,Administration,Advertising,Mynte,Credit Card,Research and Development,CC-483 ,Pending,INV-82817,16-10-2024,18-08-2024,0
1371,04-12-2023,11-06-2023,EUR,44395.9,Expense,Administration,Software Subscriptions,Tavu,Cash,Sales,CC-146 ,Failed,INV-02511,19-08-2024,09-11-2023,0
1372,06-06-2023,30-12-2023,BRL,10086.05,Transfer,Payroll,Cloud Services,Thoughtstorm,Debit Card,Accounting,CC-576 ,Pending,INV-51407,28-02-2023,01-03-2024,0
1373,31-03-2024,21-11-2024,EUR,0,Transfer,Payroll,Software Subscriptions,Jetpulse,Debit Card,Marketing,CC-470 ,Failed,INV-09620,03-05-2024,21-06-2024,40467
1374,21-10-2023,21-08-2023,BRL,156276.58,Transfer,Payroll,Salaries,Rhycero,UPI,Sales,CC-830 ,Pending,INV-59624,10-07-2024,22-04-2023,0
1375,04-07-2024,07-04-2023,CNY,0,Income,Sales,Rent,Thoughtbeat,UPI,Marketing,CC-572 ,Failed,INV-56657,01-02-2025,10-04-2024,26302.35
1376,22-07-2024,06-04-2023,GEL,9655.1,Expense,Payroll,Advertising,Fivespan,Cash,Human Resources,CC-841 ,Reversed,INV-09678,18-02-2024,05-08-2023,0
1377,27-11-2024,13-08-2024,THB,0,Expense,Operations,Logistics,Aimbu,Debit Card,Research and Development,CC-610 ,Failed,INV-56861,19-01-2025,07-08-2024,33458.35
1378,09-07-2024,24-03-2024,CNY,170645.04,Income,Operations,Cloud Services,Zoombox,Bank Transfer,Support,CC-395 ,Reversed,INV-92239,14-04-2024,19-04-2024,0
1379,26-02-2024,02-02-2024,CNY,39802.23,Income,Payroll,Salaries,Jaxworks,Cash,Legal,CC-761 ,Failed,INV-72432,02-05-2023,08-08-2024,0
1380,08-10-2023,12-01-2023,GTQ,183155.23,Transfer,Technology,Logistics,Devbug,Cash,Sales,CC-695 ,Pending,INV-27705,04-02-2023,29-09-2024,0
1381,11-12-2023,30-07-2023,RUB,0,Expense,Marketing,Logistics,Zoonder,UPI,Marketing,CC-487 ,Pending,INV-00940,20-10-2023,21-12-2024,589.57
1382,17-10-2023,12-04-2023,CNY,71660.69,Transfer,Marketing,Cloud Services,Agivu,Credit Card,Marketing,CC-702 ,Pending,INV-06065,27-01-2025,02-07-2024,0
1383,10-01-2024,01-08-2023,IDR,0,Income,Marketing,Advertising,Linklinks,UPI,Human Resources,CC-072 ,Posted,INV-57977,16-11-2024,10-07-2023,25434.23
1384,02-11-2023,10-07-2023,AFN,112216.53,Expense,Administration,Cloud Services,Tazz,Cash,Business Development,CC-671 ,Pending,INV-18590,15-07-2023,28-01-2023,0
1385,15-12-2023,08-08-2024,SYP,83831.73,Income,Sales,Salaries,Gabspot,Debit Card,Research and Development,CC-010 ,Failed,INV-85141,07-04-2023,21-01-2024,0
1386,06-05-2024,05-08-2024,PLN,112521.46,Income,Technology,Advertising,Feedspan,Credit Card,Business Development,CC-568 ,Posted,INV-36988,23-05-2024,28-02-2024,0
1387,06-06-2023,21-10-2023,EUR,85193.13,Income,Administration,Advertising,Kwilith,Credit Card,Accounting,CC-760 ,Failed,INV-45866,02-02-2024,07-03-2023,0
1388,23-09-2024,12-05-2024,IDR,17345.82,Transfer,Sales,Rent,Jaxbean,Credit Card,Human Resources,CC-472 ,Reversed,INV-03503,15-09-2024,14-02-2025,0
1389,25-08-2024,21-11-2023,RUB,192439.45,Income,Marketing,Logistics,Ainyx,Cash,Research and Development,CC-848 ,Pending,INV-63495,08-03-2023,18-08-2023,0
1390,13-06-2024,19-02-2024,CNY,132838.93,Expense,Payroll,Salaries,Vinte,Cash,Business Development,CC-592 ,Reversed,INV-64608,15-04-2023,29-07-2024,0
1391,30-10-2024,07-02-2023,SEK,0,Transfer,Administration,Software Subscriptions,Meemm,Credit Card,Services,CC-454 ,Failed,INV-53145,24-07-2023,23-12-2023,7990.57
1392,29-06-2024,,ARS,157198.27,Income,Technology,Cloud Services,Leenti,Cash,Human Resources,CC-630 ,Reversed,INV-64922,12-09-2023,20-02-2025,0
1393,06-04-2023,19-11-2024,USD,59348,Income,Payroll,Rent,Realpoint,Debit Card,Business Development,CC-976 ,Failed,INV-76466,29-10-2024,18-02-2023,0
1394,11-07-2024,13-12-2023,EUR,0,Expense,Marketing,Software Subscriptions,Innotype,Bank Transfer,Product Management,CC-573 ,Posted,INV-07490,03-04-2023,06-12-2024,33231.1
1395,04-08-2024,06-02-2023,RUB,169330.47,Expense,Operations,Software Subscriptions,Gabtype,Credit Card,Sales,CC-765 ,Posted,INV-94393,22-02-2024,08-03-2024,0
